AccessionYear,Object Name,Culture,Dynasty,Artist Display Name,Artist Nationality,Artist Begin Date,Artist End Date,year,Classification
1965,Fragment,China,Tang dynasty,Unidentified artist,Unknown,,,700,Textiles-Woven
1974,Appliqué,China,Han dynasty,Unidentified artist,Unknown,,,-206,Metalwork
1949,Weight,China,Han dynasty,Unidentified artist,Unknown,,,-100,Metalwork
1928,Rams,China,Han dynasty,Unidentified artist,Unknown,,,-206,Metalwork
1925,Plaque,China,Unknown,Unidentified artist,Unknown,,,-400,Metalwork
1928,Plaque,China,Han dynasty,Unidentified artist,Unknown,,,-206,Metalwork
1924,Plaque,China,Eastern Han dynasty,Unidentified artist,Unknown,,,1,Metalwork
1985,Ornament,China,Unknown,Unidentified artist,Unknown,,,-300,Metalwork
1985,Ornament,China,Unknown,Unidentified artist,Unknown,,,-300,Metalwork
1985,Plaque,China,Eastern Han dynasty,Unidentified artist,Unknown,,,25,Metalwork
2019,Box,China,Yuan dynasty,Unidentified artist,Unknown,,,1300,Lacquer
2015,Vessel,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Lacquer
2020,Dish,China,Ming dynasty,Unidentified artist,Unknown,,,1400,Lacquer
1924,Knife,Northeast China or southeast Inner Mongolia,Unknown,Unidentified artist,Unknown,,,-799,Metalwork
1924,Plaque,North China,Eastern Han dynasty,Unidentified artist,Unknown,,,1,Metalwork
1925,Plaque,China,late Zhou or Han dynasty,Unidentified artist,Unknown,,,-400,Metalwork
1918,Belt buckle,North China,Unknown,Unidentified artist,Unknown,,,-300,Metalwork
1928,Frontlet,China,mid-Western Zhou dynasty,Unidentified artist,Unknown,,,-1046,Metalwork
1928,Frontlet,China,mid-Western Zhou dynasty,Unidentified artist,Unknown,,,-1046,Metalwork
1972,Hanging scroll,China,Qing dynasty,Yun Shouping,Chinese,1633,1690,1644,Paintings
1977,Valance,China,late Ming or early Qing dynasty,Unidentified artist,Unknown,,,1600,Textiles-Embroidered
1918,Bowl,China,Song or Yuan dynasty,Unidentified artist,Unknown,,,1100,Ceramics
1924,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1600,Ceramics
1924,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1926,Bottle,China,Liao dynasty,Unidentified artist,Unknown,,,1000,Ceramics
1930,Chair strip,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Textiles-Embroidered
1978,Chair strip,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Textiles-Embroidered
1951,Mirror case,China,Unknown,Unidentified artist,Unknown,,,1700,Textiles-Embroidered
1930,Mirror case,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Textiles-Embroidered
1961,Girdle set,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Textiles-Tapestries
1888,Brick,China,Unknown,Unidentified artist,Unknown,,,-235,Sculpture
1910,Tile,China,Qin–Han dynasty,Unidentified artist,Unknown,,,-221,Ceramics
1910,Tile,China,Qin–Han dynasty,Unidentified artist,Unknown,,,-221,Ceramics
1910,Tile,China,Qin–Han dynasty,Unidentified artist,Unknown,,,-221,Ceramics
1951,Panel,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Textiles-Woven
1927,Jar,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-2000,Ceramics
1950,Bowl,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-3000,Ceramics
1911,Model,China,Han dynasty,Unidentified artist,Unknown,,,-206,Tomb Pottery
1927,Wellhead,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1927,Grain scoop,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1929,Vessel,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1913,Figures,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1969,Head,China,Han dynasty,Unidentified artist,Unknown,,,-206,Tomb Pottery
1950,Beaker,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-10000,Ceramics
1950,Jar,China,Han dynasty,Unidentified artist,Unknown,,,-200,Ceramics
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-770,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-770,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-770,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-770,Tomb Pottery
1943,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-770,Tomb Pottery
1912,Jar,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1929,Vase,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1925,Tomb sculpture,China,Six Dynasties,Unidentified artist,Unknown,,,220,Tomb Pottery
1954,Statuette,China,Unknown,Unidentified artist,Unknown,,,800,Tomb Pottery
1954,Statuette,China,Unknown,Unidentified artist,Unknown,,,800,Tomb Pottery
1956,Figure,China,Eastern Han dynasty,Unidentified artist,Unknown,,,25,Tomb Pottery
1956,Figure,China,Eastern Han dynasty,Unidentified artist,Unknown,,,25,Tomb Pottery
1978,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1951,Figure,China,Northern Wei dynasty,Unidentified artist,Unknown,,,500,Tomb Pottery
1920,Figure,China,Northern Wei dynasty,Unidentified artist,Unknown,,,500,Tomb Pottery
1920,Figure,China,Northern Wei dynasty,Unidentified artist,Unknown,,,500,Tomb Pottery
1934,Figure,China,Sui dynasty,Unidentified artist,Unknown,,,581,Tomb Pottery
1925,Figure,China,Northern Wei dynasty,Unidentified artist,Unknown,,,386,Tomb Pottery
1964,Figure,China,Six Dynasties,Unidentified artist,Unknown,,,220,Tomb Pottery
1926,Figure,China,Han dynasty,Unidentified artist,Unknown,,,-206,Tomb Pottery
1916,Flask,China,Sui–early Tang dynasty,Unidentified artist,Unknown,,,581,Ceramics
1926,Jar,China,Sui–early Tang dynasty,Unidentified artist,Unknown,,,571,Ceramics
1917,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1950,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,700,Ceramics
1926,Dish,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1916,Incense burner,China,Tang dynasty,Unidentified artist,Unknown,,,700,Ceramics
1918,Jar,China,Tang dynasty,Unidentified artist,Unknown,,,700,Ceramics
1929,Vase,China,Unknown,Unidentified artist,Unknown,,,1900,Ceramics
1926,Box,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1950,Bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1927,Incense burner,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1920,Dish,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1930,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1930,Coat,China,Unknown,Unidentified artist,Unknown,,,0,Costumes-Embroidered
1911,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1911,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1930,Tomb figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1918,Jar,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1910,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1925,Cup,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1924,Pot with cover,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1918,Saucer,China,Tang dynasty,Unidentified artist,Unknown,,,850,Ceramics
1918,Saucer,China,Northern Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1925,Box,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1922,Cup,China,Song or Yuan dynasty,Unidentified artist,Unknown,,,960,Ceramics
1925,Bowl,China,Southern Song dynasty,Unidentified artist,Unknown,,,1127,Ceramics
1917,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1917,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1926,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1917,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1923,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1924,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1927,Bowl,China,Northern Song dynasty,Unidentified artist,Unknown,,,1000,Ceramics
1925,Bowl,China,Northern Dynasties,Unidentified artist,Unknown,,,1000,Ceramics
1925,Teabowl,China,Southern Song dynasty,Unidentified artist,Unknown,,,1200,Ceramics
1923,Cup,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1917,Teabowl,China,Southern Song dynasty,Unidentified artist,Unknown,,,1127,Ceramics
1917,Bowl,China,Southern Song dynasty,Unidentified artist,Unknown,,,1100,Ceramics
1919,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1927,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1927,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1917,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1918,Drum,China,Tang dynasty,Unidentified artist,Unknown,,,618,Ceramics
1926,Vase,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1926,Bottle,China,Xixia dynasty,Unidentified artist,Unknown,,,1100,Ceramics
1926,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1926,Vase,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1917,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1922,Cup stand,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1926,Bowl,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1920,Pillow,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1917,Wine container,China,Song dynasty,Unidentified artist,Unknown,,,-1299,Metalwork
1925,Cup-stand,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1950,Jar,China,Song dynasty,Unidentified artist,Unknown,,,969,Ceramics
1923,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1926,Vase,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1927,Bowl,China,Tang dynasty,Unidentified artist,Unknown,,,800,Ceramics
1926,Bowl,China,Yuan dynasty,Unidentified artist,Unknown,,,1200,Ceramics
1917,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1923,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1917,Cup,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1922,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1950,Bowl,China,Southern Song dynasty,Unidentified artist,Unknown,,,1100,Ceramics
1926,Container,China,Southern Song dynasty,Unidentified artist,Unknown,,,1200,Ceramics
1950,Plate,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1922,Incense burner,China,Modern,Unidentified artist,Unknown,,,1899,Ceramics
1926,Vase,China,Yuan dynasty,Unidentified artist,Unknown,,,1279,Ceramics
1926,Jar,China,Yuan dynasty,Unidentified artist,Unknown,,,1279,Ceramics
1950,Flower pot,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1950,Flower pot,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1929,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1950,Bulb bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1950,Flower pot,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1926,Dish,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1925,Dish,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1926,Water dropper,China,Jin dynasty,Unidentified artist,Unknown,,,1100,Ceramics
1929,Bowl,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1929,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1950,Jar,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1926,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1926,Plate,China,Northern Song dynasty,Unidentified artist,Unknown,,,1000,Ceramics
1929,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1926,Vase,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1918,Jar,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1918,Vase,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1926,Bowl,China,Jin dynasty,Unidentified artist,Unknown,,,1115,Ceramics
1929,Vase,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1950,Bowl,China,Jin dynasty,Unidentified artist,Unknown,,,1100,Ceramics
1926,Incense burner,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1926,Incense burner,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1950,Incense burner,China,Yuan dynasty,Unidentified artist,Unknown,,,1115,Ceramics
1926,Bowl,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1926,Bowl,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1918,Water vessel,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1950,Dish,China,Qing dynasty,Unidentified artist,Unknown,,,1723,Ceramics
1926,Incense burner,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1921,Dish,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1947,Bowl within sagger,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1918,Vase,China,Southern Song dynasty,Unidentified artist,Unknown,,,1127,Ceramics
1918,Bowl,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1924,Vase,China,Southern Song dynasty,Unidentified artist,Unknown,,,1100,Ceramics
1925,Vase,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1917,Brush washer,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1918,Bowl,China,Northern Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1924,Covered jar,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Teapot,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1946,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1927,Covered cup,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1919,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1426,Ceramics
1922,Wine vessel,China,Qing dynasty,Unidentified artist,Unknown,,,1723,Ceramics
1919,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1400,Ceramics
1918,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1426,Ceramics
1927,Covered cup,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1945,Covered bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1917,Jar,China,early Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1926,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1948,Figure,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1918,Cup,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1918,Cup,China,Song dynasty,Unidentified artist,Unknown,,,960,Ceramics
1919,Dish,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1918,Figure,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1922,Cup,China,late Yuan–early Ming dynasty,Unidentified artist,Unknown,,,1279,Ceramics
1950,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1917,Dish,China,Ming dynasty,Unidentified artist,Unknown,,,1522,Ceramics
1979,Fragment,China,late Ming dynasty,Unidentified artist,Unknown,,,1626,Ceramics
1925,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1522,Ceramics
1917,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1488,Ceramics
1924,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1522,Ceramics
1917,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1567,Ceramics
1920,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1522,Ceramics
1925,Covered box,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1917,Brush holder,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1919,Dish,China,Ming dynasty,Unidentified artist,Unknown,,,1600,Ceramics
1919,Cup,China,Ming dynasty,Unidentified artist,Unknown,,,1590,Ceramics
1919,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1590,Ceramics
1919,Dish,China,Ming dynasty,Unidentified artist,Unknown,,,1590,Ceramics
1919,Dish,China,Ming dynasty,Unidentified artist,Unknown,,,1590,Ceramics
1923,Dish,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1921,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,1634,Ceramics
1924,Covered jar,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1958,Brush rest,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1923,Saucer,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1919,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1917,Cup,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1919,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1567,Ceramics
1950,Bowl,China,late Ming dynasty,Unidentified artist,Unknown,,,1567,Ceramics
1920,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1587,Ceramics
1918,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1500,Ceramics
1919,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1590,Ceramics
1925,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1918,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1465,Ceramics
1925,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1919,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,1634,Ceramics
1924,Wine pot,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1921,Vase,China,late Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1921,Vase,China,late Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1924,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1917,Ewer,China,Ming dynasty,Unidentified artist,Unknown,,,1567,Ceramics
1924,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1921,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1921,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1921,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1921,Beaker,China,Qing dynasty,Unidentified artist,Unknown,,,1622,Ceramics
1923,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1925,Plate,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Ewer,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1921,Plate,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Dish,China,Qing dynasty,Unidentified artist,Unknown,,,1667,Ceramics
1950,Bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1950,Bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1921,Plate,China,Modern,Unidentified artist,Unknown,,,1900,Ceramics
1922,Covered jar,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1918,Weight,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1918,Weight,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1925,Plate,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1919,Dish,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1965,Cup,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1950,Cups,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1945,Lantern,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1919,Dish,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1921,Lamp,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Vase (gallipot),China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Wine pot,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1925,Cup,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1924,Wine pot,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Teapot,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1919,Bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1950,Cup,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Teapot,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1922,Teapot,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Teapot,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1924,Teapot with cover,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Bottle,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Bottle,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Bottle,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1950,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1950,Bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1950,Beaker,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1950,Beaker,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1950,Bottle,China,Qing dynasty,Unidentified artist,Unknown,,,1723,Ceramics
1924,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1925,Plate,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1918,Dish,China,Ming dynasty,Unidentified artist,Unknown,,,1426,Ceramics
1950,Bottle,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1950,Amphora,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1950,Amphora,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1950,Box for seal paste,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1950,Box with cover,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1950,Box,China,Qing dynasty,Unidentified artist,Unknown,,,1600,Ceramics
1919,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1919,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1921,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1921,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1927,Dish,China,Qing dynasty,Unidentified artist,Unknown,,,1723,Ceramics
1917,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1622,Ceramics
1924,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1950,Stem cup,China,Qing dynasty,Unidentified artist,Unknown,,,1723,Ceramics
1950,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Bottle,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1917,Bottle,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1985,Hanging scroll,China,Qing dynasty,Zheng Xie,Chinese,1693,1765,1693,Paintings
1924,Dish,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Plate,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Cup,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1924,Cup,China,Qing dynasty,Unidentified artist,Unknown,,,1723,Ceramics
1924,Saucer,China,Qing dynasty,Unidentified artist,Unknown,,,1723,Ceramics
1924,Plate,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Plate,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Teapot,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Teapot,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1723,Ceramics
1924,Plate,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Teapot,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1924,Cup,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1924,Cup,China,Unknown,Unidentified artist,Unknown,,,1800,Ceramics
1949,Bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1950,Cup,China,Qing dynasty,Unidentified artist,Unknown,,,1796,Ceramics
1950,Bowl,China,Tang dynasty,Unidentified artist,Unknown,,,700,Ceramics
1950,Bottle,China,Qing dynasty,Unidentified artist,Unknown,,,1723,Ceramics
1950,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1925,Vase,China,Republic period,Unidentified artist,Unknown,,,1910,Ceramics
1925,Vase,China,Republic period,Unidentified artist,Unknown,,,1910,Ceramics
1924,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1917,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1767,Ceramics
1917,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1918,Bottle,China,Ming dynasty,Unidentified artist,Unknown,,,1567,Ceramics
1925,Pot,China,Unknown,Unidentified artist,Unknown,,,1640,Ceramics
1923,Cup,China,Qing dynasty,Unidentified artist,Unknown,,,1465,Ceramics
1919,Vase,China,early Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1924,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
2015,One of a pair of lamps,China,Qing dynasty,Unidentified artist,Unknown,,,1750,Jade
1938,Alms box,China,Han dynasty,Unidentified artist,Unknown,,,-206,Tomb Pottery
2011,Scholar's rock,China,"pre-Ming, possibly Song–Yuan dynasty",Unidentified artist,Unknown,,,960,Sculpture
